City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,myrina,39.8797,25.0742,28.58,45,0,2.57,GR,1723137689
365,san patricio,28.017,-97.5169,34.44,44,0,3.08,US,1723137536
366,harper,4.375,-7.7169,24.4,73,98,3.7,LR,1723137435
367,uvinza,-5.1036,30.3911,25.81,34,19,1.01,TZ,1723137692
368,okha,53.5739,142.9478,11.65,97,99,4.82,RU,1723137693
369,kingston,17.997,-76.7936,32.31,79,20,8.23,JM,1723137497
370,kathu,7.9178,98.3332,29.27,94,52,3.86,TH,1723137696
371,south hedland,-20.4089,118.5983,16.96,77,90,2.57,AU,1723137699
372,aden,12.7794,45.0367,30.02,68,4,9.09,YE,1723137557
373,mainaguri,26.5667,88.8167,26.05,92,76,1.92,IN,1723137701
374,beyneu,45.3167,55.2,29.78,37,12,7.78,KZ,1723137702
375,markaz-e woluswali-ye achin,34.1258,70.7078,28.71,70,46,2.43,AF,1723137704
376,tijucas,-27.2414,-48.6336,20.65,78,100,1.5,BR,1723137705
377,luwuk,-0.9516,122.7875,20.9,91,57,3.13,ID,1723137417
378,prince albert,53.2001,-105.7677,16.97,55,20,3.09,CA,1723137708
379,grande prairie,55.1667,-118.8027,19.1,59,0,2.57,CA,1723137646
380,east london,-33.0153,27.9116,17.52,94,40,5.66,ZA,1723137527
381,cide,41.8921,33.0044,23.1,87,0,4.58,TR,1723137712
382,turpan,42.9333,89.1667,30.25,31,48,1.72,CN,1723137713
383,yorkton,51.2167,-102.4677,16.91,59,94,5.87,CA,1723137714
384,urangan,-25.3,152.9,16.84,81,92,4.89,AU,1723137553
385,coxen hole,16.3244,-86.5366,30.6,74,40,1.54,HN,1723137717
386,egersund,58.4513,5.9997,15.94,77,48,3.95,NO,1723137718
387,talas,38.6908,35.5538,28.37,20,0,2.06,TR,1723137720
388,parthenay,46.6667,-0.4167,26.98,32,63,2.13,FR,1723137721
389,hecun,36.5333,114.1111,25.89,81,92,1.35,CN,1723137722
390,akrehamn,59.2667,5.1833,17.14,67,40,8.23,NO,1723137723
391,port alfred,-33.5906,26.891,16.77,94,0,0.89,ZA,1723137528
392,toliara,-23.35,43.6667,21.27,84,0,1.11,MG,1723137725
393,altamont,42.2068,-121.7372,24.99,42,0,1.54,US,1723137726
394,havre,49.5833,0.3333,20.87,64,100,1.54,FR,1723137727
395,taltal,-25.4,-70.4833,18.3,55,1,3.26,CL,1723137705
396,mar del plata,-38.0023,-57.5575,9.01,85,100,9.77,AR,1723137391
397,staritsa,56.5075,34.9354,16.04,93,47,2.13,RU,1723137730
398,cockburn town,21.4612,-71.1419,28.03,83,100,7.16,TC,1723137528
399,san andres,12.5847,-81.7006,29.01,84,75,2.57,CO,1723137733
400,kavaratti,10.5669,72.642,26.92,85,100,4.31,IN,1723137534
401,gornozavodsk,58.3758,58.3211,9.9,82,0,1.89,RU,1723137735
402,magadan,59.5667,150.8,11.76,95,72,2.01,RU,1723137736
403,nyandoma,61.669,40.1991,15.88,73,77,2.33,RU,1723137737
404,khovd,48.0056,91.6419,20.43,46,80,2.24,MN,1723137738
405,mogocha,53.7333,119.7667,14.44,78,96,1.4,RU,1723137529
406,kendari,-3.945,122.4989,22.12,94,13,1.08,ID,1723137740
407,vicuna,-30.0319,-70.7081,14.62,15,0,0.45,CL,1723137504
408,port shepstone,-30.7414,30.455,20.99,54,0,5.91,ZA,1723137549
409,pizarro,4.9533,-77.366,27.0,82,65,2.96,CO,1723137743
410,cill airne,52.05,-9.5167,17.03,100,100,10.29,IE,1723137744
411,page,36.9147,-111.4558,32.28,32,0,2.57,US,1723137745
412,buarcos,40.166,-8.8768,20.11,83,8,5.72,PT,1723137747
413,puerto carreno,6.189,-67.4859,32.62,57,7,1.37,CO,1723137748
414,djougou,9.7085,1.666,25.01,86,100,3.11,BJ,1723137749
415,formosa,-26.1775,-58.1781,17.76,44,26,3.58,AR,1723137525
416,vasilevo,41.4761,22.6417,31.27,33,4,4.51,MK,1723137751
417,novhorod-sivers'kyy,52.0058,33.2615,19.19,69,44,3.07,UA,1723137752
418,general conesa,-40.1,-64.4333,8.83,42,3,2.54,AR,1723137754
419,campo maior,-4.8278,-42.1686,38.5,18,98,2.01,BR,1723137755
420,kailua-kona,19.6406,-155.9956,25.98,85,100,0.0,US,1723137364
421,kikwit,-5.041,18.8162,32.97,11,22,1.73,CD,1723137757
422,tchintabaraden,15.8969,5.7985,33.48,41,83,3.97,NE,1723137758
423,larache,35.1932,-6.1557,24.68,74,20,3.83,MA,1723137760
424,banchory,57.0517,-2.4882,14.33,95,100,2.6,GB,1723137761
425,cestos city,5.46,-9.5828,24.81,74,100,3.84,LR,1723137762
426,durban,-29.8579,31.0292,21.31,60,0,5.47,ZA,1723137620
427,klyuchi,52.2667,79.1667,19.13,82,74,1.9,RU,1723137526
428,alaghsas,17.0187,8.0168,33.94,46,20,6.17,NE,1723137526
429,witu,-2.3889,40.4382,23.94,81,9,5.12,KE,1723137560
430,luga,58.7372,29.8453,18.14,72,100,1.42,RU,1723137767
431,saint-pierre,-21.3393,55.4781,21.82,78,20,8.23,RE,1723137547
432,guarapari,-20.6667,-40.4975,26.94,58,0,7.01,BR,1723137532
433,labytnangi,66.6572,66.4183,11.64,71,86,3.9,RU,1723137565
434,agadez,19.75,10.25,39.83,11,100,5.49,NE,1723137771
435,santa cruz,-17.8,-63.1667,13.7,88,75,7.2,BO,1723137169
436,novodvinsk,64.4165,40.8122,16.5,61,7,2.17,RU,1723137774
437,bridgetown,13.1,-59.6167,31.27,70,40,7.2,BB,1723137707
438,paoua,7.2427,16.4406,22.93,88,100,2.1,CF,1723137776
439,mhamid,29.82,-5.72,45.03,6,3,2.24,MA,1723137747
440,poso,-1.3959,120.7524,24.14,82,5,3.45,ID,1723137669
441,barra de santo antonio,-9.4047,-35.5072,25.21,74,68,6.05,BR,1723137779
442,vyazemskiy,47.5378,134.7525,19.6,94,100,1.37,RU,1723137780
443,enshi,30.3,109.4833,24.48,88,46,0.4,CN,1723137564
444,yoloten,37.2989,62.3597,34.78,12,0,4.86,TM,1723137783
445,callao,-12.0667,-77.15,17.16,72,100,2.57,PE,1723137255
446,prescott,34.54,-112.4685,26.23,57,0,2.68,US,1723137785
447,sokone,13.8833,-16.3667,30.01,66,79,6.01,SN,1723137786
448,barakani,-12.1356,44.4317,24.53,70,34,1.63,KM,1723137547
449,santa ana de yacuma,-13.75,-65.4333,32.97,55,75,4.12,BO,1723137789
450,pasuquin,18.3328,120.6177,26.91,85,91,4.98,PH,1723137559
451,karwar,14.8,74.1333,26.46,84,100,1.23,IN,1723137791
452,sretensk,52.2453,117.7093,16.88,73,97,0.74,RU,1723137793
453,tabas,33.5959,56.9244,42.12,9,0,4.12,IR,1723137794
454,mount pleasant,32.7941,-79.8626,29.99,84,75,5.66,US,1723137795
455,strathmore,51.0501,-113.3852,16.07,63,49,2.57,CA,1723137796
456,chegdomyn,51.1167,133.0167,15.33,98,72,1.04,RU,1723137797
457,arawa,-6.2132,155.5367,24.7,96,100,2.52,PG,1723137798
458,gadzhiyevo,69.2551,33.3362,19.41,50,96,4.62,RU,1723137538
459,chulakkurgan,43.765,69.1814,30.61,20,0,1.25,KZ,1723137801
460,yeniseysk,58.4497,92.1703,15.52,88,97,0.55,RU,1723137802
461,kayangel,8.0823,134.7173,28.14,76,100,3.42,PW,1723137695
462,arica,-18.475,-70.3042,16.13,67,100,3.6,CL,1723137684
463,dossor,47.5272,52.9811,30.06,27,23,3.73,KZ,1723137616
464,roata de jos,44.4108,25.5433,29.53,30,1,3.92,RO,1723137806
465,yambio,4.5721,28.3955,20.57,98,59,3.76,SS,1723137807
466,xianning,29.8833,114.2167,29.73,66,35,2.56,CN,1723137808
467,marka,1.7159,44.7717,24.25,84,9,7.66,SO,1723137809
468,sierra grande,-41.606,-65.3557,10.12,36,0,6.6,AR,1723137810
469,sayaxche,16.5167,-90.1667,31.78,55,96,1.81,GT,1723137811
470,ivdel',60.6911,60.4206,11.89,74,45,1.61,RU,1723137561
471,okhotsk,59.3833,143.3,13.13,82,4,0.98,RU,1723137814
472,kidal,18.4411,1.4078,36.24,30,75,4.65,ML,1723137561
473,poli,-3.3333,36.8,15.55,79,65,1.25,TZ,1723137816
474,ruiz,21.95,-105.15,31.67,66,91,0.63,MX,1723137817
475,mishkovo-pohorilove,46.9995,32.118,26.9,40,84,4.0,UA,1723137818
476,freetown,8.484,-13.2299,24.84,88,75,5.66,SL,1723137819
477,yerofey pavlovich,53.9667,121.9667,14.96,88,100,1.65,RU,1723137820
478,crucecita,-28.95,-58.9833,12.92,45,10,6.46,AR,1723137821
479,ulladulla,-35.35,150.4667,11.57,69,100,2.73,AU,1723137554
480,novyy urgal,51.0736,132.5642,15.55,99,73,1.66,RU,1723137761
481,north bend,43.4065,-124.2243,16.49,81,100,2.77,US,1723137824
482,santa marta,11.2408,-74.199,32.03,66,20,2.57,CO,1723137825
483,dzilam gonzalez,21.2833,-88.9333,34.75,44,96,1.99,MX,1723137826
484,nadi,-17.8,177.4167,20.0,73,40,1.03,FJ,1723137415
485,faya-largeau,17.9257,19.1043,26.12,77,100,6.28,TD,1723137829
486,baise city,23.8997,106.6133,29.08,99,11,1.02,CN,1723137830
487,orapa,-21.2833,25.3667,22.64,18,0,2.4,BW,1723137831
488,canutillo,31.9115,-106.6003,33.14,34,0,1.34,US,1723137832
489,letlhakeng,-24.0944,25.0298,21.08,19,0,2.41,BW,1723137833
490,mersing,2.4312,103.8405,25.95,94,20,3.09,MY,1723137834
491,perbaungan,3.5679,98.956,25.45,95,100,2.07,ID,1723137835
492,mandan,46.8267,-100.8896,16.56,59,75,8.23,US,1723137836
493,ciudad lazaro cardenas,17.9583,-102.2,31.54,62,74,0.77,MX,1723137837
494,trincomalee,8.5711,81.2335,27.46,81,100,6.42,LK,1723137838
495,caconda,-13.7333,15.0667,23.71,11,2,2.89,AO,1723137839
496,al mishkhab,31.8042,44.4911,41.05,10,0,4.5,IQ,1723137840
497,solleftea,63.1667,17.2667,19.74,77,86,3.88,SE,1723137841
498,bandon,51.7469,-8.7425,17.15,96,100,7.44,IE,1723137843
499,aquidauana,-20.4711,-55.7872,24.48,57,100,3.34,BR,1723137844
500,minas de matahambre,22.5887,-83.9447,32.62,52,13,2.36,CU,1723137845
501,kalaoa,19.7286,-155.9817,24.13,72,100,1.34,US,1723137846
502,ambovombe,-25.1667,46.0833,20.71,79,0,5.57,MG,1723137538
503,mossel bay,-34.1831,22.146,13.87,82,1,3.57,ZA,1723137848
504,kudahuvadhoo,2.6708,72.8944,27.9,67,100,1.57,MV,1723137849
505,kapit,2.0167,112.9333,23.13,99,100,0.13,MY,1723137850
506,naze,28.3667,129.4833,26.35,82,17,2.08,JP,1723137555
507,cassia,-20.5831,-46.9219,31.32,19,0,1.3,BR,1723137853
508,rio bueno,-40.3167,-72.9667,6.96,78,97,0.82,CL,1723137854
509,salalah,17.0151,54.0924,25.05,94,100,2.06,OM,1723137556
510,midvagur,62.0511,-7.1939,11.46,87,100,4.63,FO,1723137572
511,baymak,52.5933,58.3225,15.49,95,100,5.09,RU,1723137859
512,kirillov,59.863,38.3813,15.85,83,88,1.73,RU,1723137860
513,szczytno,53.5626,20.9875,22.96,64,0,2.57,PL,1723137681
514,usinsk,65.9939,57.5281,13.49,60,0,4.07,RU,1723137862
515,burang,30.25,81.1667,10.33,84,80,1.91,CN,1723137550
516,nema,57.5067,50.5011,14.42,94,99,3.68,RU,1723137864
517,komsomol'skiy,43.9783,46.6985,27.43,32,1,1.22,RU,1723137865
518,wynyard,-41.0,145.7167,9.34,94,77,2.81,AU,1723137866
519,san,13.3034,-4.8956,25.84,80,100,4.3,ML,1723137642
520,severo-yeniseyskiy,60.3725,93.0408,13.07,86,98,0.54,RU,1723137549
521,kaga bandoro,6.9896,19.1874,23.38,95,99,1.79,CF,1723137715
522,alenquer,-1.9417,-54.7383,36.64,29,16,3.05,BR,1723137817
523,selfoss,63.9331,-20.9971,11.78,75,83,2.77,IS,1723137557
524,mahanoro,-19.9,48.8,20.77,81,0,1.57,MG,1723137874
525,kaluga,54.5,35.5,16.86,87,41,2.8,RU,1723137875
526,buba,11.5833,-15.0,27.48,81,100,3.62,GW,1723137876
527,al mayadin,35.0209,40.4535,37.63,16,0,4.83,SY,1723137877
528,natchitoches,31.7668,-93.1335,32.99,55,0,0.0,US,1723137878
529,gouyave,12.1646,-61.7296,30.43,66,20,6.69,GD,1723137879
530,shenjiamen,29.9576,122.298,27.52,91,65,4.52,CN,1723137880
531,kabansk,52.0486,106.6528,14.28,77,18,1.17,RU,1723137881
532,praia da vitoria,38.7333,-27.0667,26.53,73,20,2.22,PT,1723137854
533,labrador city,52.9463,-66.9114,13.95,72,75,1.54,CA,1723137884
534,dakhla,23.6848,-15.958,25.01,69,17,12.86,EH,1723137885
535,qulsary,46.9531,54.0198,28.67,39,85,5.38,KZ,1723137886
536,jijiang,29.2906,106.2542,29.52,69,33,1.77,CN,1723137602
537,bandarbeyla,9.4942,50.8122,24.95,80,76,13.13,SO,1723137888
538,kapuskasing,49.4169,-82.4331,17.05,88,100,4.12,CA,1723137543
539,loreto,22.2667,-101.9667,25.41,39,50,3.05,MX,1723137714
540,tommot,58.9564,126.2925,10.8,84,0,1.32,RU,1723137553
541,prince rupert,54.3161,-130.3201,13.05,100,100,1.03,CA,1723137570
542,jiaozuo,35.2397,113.2331,26.04,83,66,3.44,CN,1723137896
543,angus,44.3168,-79.8829,22.35,78,85,2.57,CA,1723137897
544,peniche,39.3558,-9.3811,21.78,84,55,7.68,PT,1723137898
545,zaragoza,41.6561,-0.8773,37.67,25,0,2.06,ES,1723137633
546,chiguayante,-36.9167,-73.0167,10.29,58,0,2.57,CL,1723137901
547,guerrero negro,27.9769,-114.0611,26.49,50,0,5.14,MX,1723137552
548,navalgund,15.5667,75.3667,23.77,86,100,4.8,IN,1723137903
549,grivita,44.7333,27.2833,28.78,32,0,5.52,RO,1723137904
550,bayji,34.9311,43.487,39.9,14,0,6.94,IQ,1723137905
551,necochea,-38.5473,-58.7368,9.02,60,74,8.4,AR,1723137862
552,trinity beach,-16.7888,145.6968,20.94,83,100,4.26,AU,1723137908
553,beius,46.6667,22.35,27.67,44,40,2.16,RO,1723137909
554,sur,22.5667,59.5289,29.29,68,100,4.35,OM,1723137868
555,monrovia,6.3005,-10.7969,24.62,77,100,3.95,LR,1723137534
556,calderitas,18.55,-88.25,32.06,70,40,3.09,MX,1723137912
557,nacala,-14.5428,40.6728,22.12,86,7,2.52,MZ,1723137913
558,shush,32.1942,48.2436,41.89,9,1,5.53,IR,1723137914
559,ankang,32.68,109.0172,25.81,92,98,1.09,CN,1723137915
560,birigui,-21.2886,-50.34,33.24,19,19,6.31,BR,1723137916
561,massenya,11.4039,16.1705,25.06,84,100,1.1,TD,1723137917
562,pachino,36.7186,15.0907,27.72,71,0,5.48,IT,1723137918
563,plastun,44.7561,136.2939,19.52,89,100,2.51,RU,1723137551
564,uige,-7.6087,15.0613,28.6,27,19,2.37,AO,1723137921
565,rawson,-43.3002,-65.1023,10.6,42,6,8.39,AR,1723137922
